exactPrice,carpetArea,bedrooms,bathrooms,balconies,totalFlrNum,luxury_score,city,propertyType,furnishing,facing,price_per_sqft
6350000,2100,5,4,4,2,0,Jaipur,Residential House,Unfurnished,Unknown,3023.809523809524
7000000,2052,6,5,2,3,0,Jaipur,Residential House,Semi-Furnished,North,3411.3060428849903
3960000,864,3,3,2,3,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,East,4583.333333333333
6490000,1415,3,3,2,2,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,East,4586.572438162544
7090000,1550,3,3,2,10,15,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4574.193548387097
7100000,1000,3,3,2,10,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,7100.0
7190000,904,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,East,7953.539823008849
7204000,1666,3,3,3,14,13,Chandigarh,Multistorey Apartment,Unfurnished,East,4324.129651860744
5325000,976,3,3,2,4,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,5455.94262295082
5010000,841,2,2,2,6,8,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5957.193816884661
9910000,1130,3,3,4,13,13,Chandigarh,Multistorey Apartment,Semi-Furnished,East,8769.91150442478
60000000,4000,7,6,4,3,0,Chandigarh,Residential House,Semi-Furnished,North,15000.0
95000000,500,5,5,2,1,0,Chandigarh,Residential House,Unfurnished,North - West,190000.0
40000000,3600,4,4,3,2,0,Chandigarh,Residential House,Unfurnished,North - West,11111.111111111111
3790000,1100,3,3,3,3,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,North - East,3445.4545454545455
7620000,1350,3,3,2,7,2,Chandigarh,Multistorey Apartment,Semi-Furnished,East,5644.444444444444
2590000,450,1,1,1,5,25,Chandigarh,Multistorey Apartment,Furnished,East,5755.555555555556
7200000,1900,3,3,3,4,16,Chandigarh,Builder Floor Apartment,Semi-Furnished,East,3789.4736842105262
4900000,1100,3,3,4,10,28,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4454.545454545455
8600000,1410,3,3,2,12,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6099.290780141844
11000000,950,2,2,2,2,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,11578.947368421053
51500000,175,5,4,3,3,0,Chandigarh,Residential House,Semi-Furnished,North - East,294285.71428571426
42500000,3000,6,5,6,3,0,Chandigarh,Residential House,Unfurnished,Unknown,14166.666666666666
10600000,1100,3,3,3,14,14,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,9636.363636363636
6500000,1660,3,3,4,6,22,Chandigarh,Multistorey Apartment,Unfurnished,East,3915.6626506024095
8000000,1413,3,3,3,16,33,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5661.712668082095
7500000,1230,3,3,2,3,6,Chandigarh,Multistorey Apartment,Semi-Furnished,Unknown,6097.5609756097565
12800000,2000,3,3,3,9,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6400.0
6000000,1200,3,3,2,4,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,5000.0
8500000,1000,4,6,3,3,0,Bhopal,Multistorey Apartment,Furnished,Unknown,8500.0
6500000,1453,4,3,3,2,3,Bhopal,Residential House,Unfurnished,East,4473.503097040606
15111111,3000,9,9,2,3,0,Bhopal,Residential House,Semi-Furnished,Unknown,5037.037
2450000,760,2,2,2,6,14,Bhopal,Multistorey Apartment,Unfurnished,South - East,3223.684210526316
1800000,550,2,1,1,2,0,Bhopal,Multistorey Apartment,Unfurnished,Unknown,3272.7272727272725
3500000,110,3,2,1,4,0,Bhopal,Multistorey Apartment,Furnished,Unknown,31818.18181818182
7200000,1152,4,3,1,2,0,Bhopal,Residential House,Unfurnished,East,6250.0
7199000,1062,3,4,2,3,0,Bhopal,Residential House,Semi-Furnished,West,6778.719397363465
3800000,1500,3,2,1,3,0,Bhopal,Multistorey Apartment,Semi-Furnished,South,2533.3333333333335
2400000,700,2,2,1,6,10,Bhopal,Multistorey Apartment,Unfurnished,Unknown,3428.5714285714284
2200000,510,2,1,1,2,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,4313.725490196079
2000000,600,1,1,1,1,0,Bhopal,Residential House,Furnished,West,3333.3333333333335
2800000,900,3,2,2,4,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,3111.1111111111113
8000000,2000,4,4,3,2,0,Bhopal,Residential House,Semi-Furnished,Unknown,4000.0
3200000,700,2,2,3,3,0,Bhopal,Multistorey Apartment,Furnished,East,4571.428571428572
1950000,850,2,2,3,5,0,Bhopal,Multistorey Apartment,Unfurnished,Unknown,2294.1176470588234
2200000,680,2,2,1,4,0,Bhopal,Multistorey Apartment,Unfurnished,Unknown,3235.294117647059
5500000,1800,4,3,1,3,0,Bhopal,Residential House,Semi-Furnished,East,3055.5555555555557
18000000,2100,4,2,2,1,0,Bhopal,Residential House,Semi-Furnished,Unknown,8571.42857142857
2500000,1000,2,2,2,4,0,Bhopal,Multistorey Apartment,Semi-Furnished,West,2500.0
5000000,1150,3,3,3,6,0,Bhopal,Multistorey Apartment,Unfurnished,Unknown,4347.826086956522
5250000,1220,3,2,3,25,15,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4303.2786885245905
4550000,600,5,4,2,3,0,Jaipur,Residential House,Furnished,South - East,7583.333333333333
2500000,1050,3,2,2,6,11,Bhopal,Multistorey Apartment,Unfurnished,East,2380.9523809523807
6500000,1050,2,2,2,9,0,Jaipur,Multistorey Apartment,Semi-Furnished,North - East,6190.476190476191
5000000,1050,3,2,1,5,2,Jaipur,Multistorey Apartment,Semi-Furnished,East,4761.9047619047615
3700000,758,2,2,2,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4881.2664907651715
7500000,1800,3,3,2,2,14,Jaipur,Multistorey Apartment,Semi-Furnished,East,4166.666666666667
1200000,750,2,2,1,8,3,Jaipur,Multistorey Apartment,Semi-Furnished,East,1600.0
8000000,2200,5,3,2,3,0,Jaipur,Villa,Furnished,East,3636.3636363636365
1751000,900,2,2,1,3,1,Jaipur,Multistorey Apartment,Unfurnished,North,1945.5555555555557
2000000,750,2,2,2,3,0,Jaipur,Multistorey Apartment,Unfurnished,Unknown,2666.6666666666665
10000000,2500,3,3,1,3,0,Jaipur,Multistorey Apartment,Furnished,East,4000.0
4200000,786,2,2,2,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,East,5343.511450381679
2300000,450,2,1,9,1,0,Jaipur,Villa,Unfurnished,Unknown,5111.111111111111
8000000,1170,3,3,2,4,0,Jaipur,Multistorey Apartment,Furnished,West,6837.606837606838
5000000,1051,3,2,2,5,6,Jaipur,Multistorey Apartment,Unfurnished,North,4757.373929590866
11100000,2500,3,2,2,2,0,Jaipur,Residential House,Semi-Furnished,North - East,4440.0
2899999,750,2,2,2,6,19,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,3866.6653333333334
2100000,700,2,2,1,3,0,Jaipur,Multistorey Apartment,Unfurnished,Unknown,3000.0
7000000,1500,3,3,3,3,0,Jaipur,Builder Floor Apartment,Semi-Furnished,East,4666.666666666667
5000000,1100,3,2,1,2,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4545.454545454545
3250000,1250,3,2,2,2,0,Jaipur,Builder Floor Apartment,Unfurnished,Unknown,2600.0
4500000,1200,3,2,2,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,North - East,3750.0
3000000,500,2,2,1,3,0,Jaipur,Multistorey Apartment,Unfurnished,Unknown,6000.0
7500000,1500,3,2,9,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,5000.0
4500000,1250,2,2,3,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,3600.0
9000000,750,9,9,9,9,0,Jaipur,Multistorey Apartment,Unknown,Unknown,12000.0
4100000,620,2,2,9,3,0,Jaipur,Multistorey Apartment,Unfurnished,North - West,6612.903225806452
15000000,4000,7,5,4,3,0,Jaipur,Residential House,Furnished,Unknown,3750.0
23000000,1800,6,7,6,3,0,Jaipur,Residential House,Semi-Furnished,Unknown,12777.777777777777
7500000,1050,3,2,3,15,33,Chandigarh,Multistorey Apartment,Unfurnished,South - East,7142.857142857143
4500000,900,2,2,3,11,22,Chandigarh,Multistorey Apartment,Semi-Furnished,North,5000.0
7210000,1300,3,4,3,6,8,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5546.153846153846
20000000,1850,4,3,2,3,0,Chandigarh,Multistorey Apartment,Unfurnished,North - East,10810.81081081081
7500000,950,9,9,9,9,0,Jaipur,Multistorey Apartment,Unknown,Unknown,7894.736842105263
4200000,595,1,2,1,13,0,Chandigarh,Multistorey Apartment,Furnished,North - East,7058.823529411765
9590000,1100,3,3,4,11,13,Chandigarh,Multistorey Apartment,Unfurnished,East,8718.181818181818
6950000,1000,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6950.0
8750000,1395,3,3,3,15,33,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6272.401433691756
15650000,1750,4,4,5,13,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North,8942.857142857143
9800000,1030,3,3,2,12,23,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,9514.563106796117
7090000,1550,3,3,2,10,15,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4574.193548387097
6800000,1410,3,3,2,10,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,4822.695035460993
6549000,1415,3,3,2,2,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,East,4628.268551236749
10645000,1282,3,3,4,13,12,Chandigarh,Multistorey Apartment,Semi-Furnished,East,8303.432137285492
15000000,2500,5,5,2,4,0,Chandigarh,Villa,Semi-Furnished,North - East,6000.0
9500000,1700,4,4,3,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,East,5588.235294117647
7190000,904,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,East,7953.539823008849
3990000,900,2,2,2,9,10,Chandigarh,Multistorey Apartment,Unfurnished,East,4433.333333333333
6690000,1350,3,3,2,4,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,4955.555555555556
3600000,950,2,2,3,9,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,3789.4736842105262
6990000,980,3,3,3,3,4,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,7132.65306122449
3190000,880,2,2,2,3,0,Chandigarh,Builder Floor Apartment,Unfurnished,East,3625.0
10800000,1750,4,4,4,5,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,North - East,6171.428571428572
50000000,3500,5,3,4,3,0,Chandigarh,Residential House,Unfurnished,North,14285.714285714286
15000000,2700,5,4,3,4,0,Chandigarh,Penthouse,Semi-Furnished,North - East,5555.555555555556
60000000,300,4,4,2,2,0,Chandigarh,Residential House,Unfurnished,South - East,200000.0
16000000,1500,4,3,3,3,0,Chandigarh,Multistorey Apartment,Semi-Furnished,South -West,10666.666666666666
7650000,1300,3,3,2,4,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5884.615384615385
50000000,200,9,7,4,3,0,Chandigarh,Residential House,Semi-Furnished,North - West,250000.0
7500000,1502,3,3,2,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4993.342210386152
14000000,2850,4,4,2,9,11,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4912.2807017543855
18800000,1500,3,3,2,2,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,12533.333333333334
7500000,1250,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6000.0
51500000,3800,9,9,4,3,0,Chandigarh,Villa,Unfurnished,North - West,13552.631578947368
68000000,5500,6,5,6,3,0,Chandigarh,Residential House,Unfurnished,Unknown,12363.636363636364
7400000,1900,3,3,4,13,16,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,3894.7368421052633
10600000,2335,3,3,3,13,6,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4539.614561027837
7695000,1090,3,3,3,10,0,Chandigarh,Multistorey Apartment,Semi-Furnished,Unknown,7059.633027522936
11500000,1900,3,3,3,10,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6052.631578947368
7500000,2000,4,4,4,12,25,Chandigarh,Multistorey Apartment,Furnished,East,3750.0
12000000,1350,4,4,4,11,33,Chandigarh,Multistorey Apartment,Unfurnished,East,8888.888888888889
7590000,1390,3,3,4,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5460.431654676259
13500000,1150,3,2,2,3,0,Chandigarh,Multistorey Apartment,Unfurnished,North,11739.130434782608
9200000,1375,3,3,5,15,33,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6690.909090909091
4699999,800,2,2,3,12,22,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5874.99875
6908400,1120,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6168.214285714285
5500000,1650,4,5,2,7,0,Bhopal,Penthouse,Unfurnished,Unknown,3333.3333333333335
5000000,1100,2,2,2,9,20,Bhopal,Multistorey Apartment,Unfurnished,North - East,4545.454545454545
6500000,1320,3,3,1,2,0,Bhopal,Residential House,Semi-Furnished,North,4924.242424242424
1700000,605,1,1,1,6,10,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,2809.9173553719006
5500000,1450,3,2,2,2,0,Bhopal,Residential House,Semi-Furnished,Unknown,3793.103448275862
4000000,1400,3,2,2,3,0,Bhopal,Multistorey Apartment,Unfurnished,Unknown,2857.1428571428573
3000000,695,2,2,1,3,0,Bhopal,Builder Floor Apartment,Unfurnished,Unknown,4316.546762589928
6650000,1000,3,3,3,2,12,Bhopal,Residential House,Semi-Furnished,East,6650.0
2500000,1045,3,3,3,2,14,Bhopal,Penthouse,Unfurnished,Unknown,2392.3444976076553
3500000,857,3,2,3,6,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,4084.014002333722
7950000,2200,4,3,2,1,0,Bhopal,Villa,Unfurnished,Unknown,3613.6363636363635
6000000,2400,2,3,9,3,0,Bhopal,Multistorey Apartment,Unfurnished,West,2500.0
4500000,1152,2,3,9,1,0,Bhopal,Residential House,Unfurnished,Unknown,3906.25
4000000,1170,3,2,2,6,21,Bhopal,Multistorey Apartment,Unfurnished,Unknown,3418.803418803419
4200000,1400,3,3,2,2,3,Bhopal,Residential House,Semi-Furnished,Unknown,3000.0
11000000,4500,9,9,2,3,0,Bhopal,Residential House,Semi-Furnished,East,2444.4444444444443
5500000,1216,3,3,9,2,0,Bhopal,Villa,Semi-Furnished,North - East,4523.026315789473
2100000,600,2,2,2,2,0,Bhopal,Residential House,Semi-Furnished,Unknown,3500.0
7500000,1150,5,3,1,1,0,Bhopal,Residential House,Semi-Furnished,Unknown,6521.739130434783
4800000,1400,3,3,1,2,0,Bhopal,Residential House,Unfurnished,Unknown,3428.5714285714284
6000000,1350,4,3,2,3,0,Bhopal,Residential House,Unfurnished,Unknown,4444.444444444444
2500000,900,2,2,2,6,0,Bhopal,Multistorey Apartment,Unfurnished,East,2777.777777777778
5600000,840,3,3,2,2,11,Bhopal,Villa,Unfurnished,South -West,6666.666666666667
1300000,300,1,1,2,2,0,Bhopal,Multistorey Apartment,Unfurnished,North,4333.333333333333
9900000,1550,3,3,5,2,0,Bhopal,Villa,Semi-Furnished,East,6387.096774193548
1800000,670,2,2,2,3,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,2686.5671641791046
1500000,325,1,1,1,3,0,Jaipur,Multistorey Apartment,Furnished,West,4615.384615384615
8000000,200,3,2,9,1,0,Jaipur,Residential House,Unfurnished,Unknown,40000.0
3500000,780,2,2,9,2,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4487.179487179487
14100000,1840,3,3,1,9,8,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,7663.04347826087
5800000,900,4,4,1,2,0,Jaipur,Villa,Semi-Furnished,West,6444.444444444444
2500000,125,3,2,9,3,0,Jaipur,Builder Floor Apartment,Unfurnished,East,20000.0
2799000,700,2,2,2,10,10,Jaipur,Multistorey Apartment,Semi-Furnished,East,3998.5714285714284
3300000,990,2,2,2,4,22,Jaipur,Multistorey Apartment,Semi-Furnished,North,3333.3333333333335
2650000,1000,3,2,2,3,0,Jaipur,Builder Floor Apartment,Semi-Furnished,Unknown,2650.0
2100000,516,1,1,2,7,0,Jaipur,Multistorey Apartment,Unfurnished,Unknown,4069.767441860465
10500000,1200,4,4,2,2,0,Jaipur,Villa,Semi-Furnished,West,8750.0
2800000,1250,3,3,2,2,0,Jaipur,Villa,Semi-Furnished,Unknown,2240.0
2800000,694,2,2,2,10,0,Jaipur,Multistorey Apartment,Unfurnished,North - West,4034.5821325648417
3500000,750,2,2,1,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4666.666666666667
3700000,778,3,2,1,3,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4755.784061696658
17000000,1800,4,3,1,1,0,Jaipur,Residential House,Unfurnished,Unknown,9444.444444444445
25000000,1538,4,3,1,1,0,Jaipur,Residential House,Unfurnished,Unknown,16254.876462938882
5000000,1600,3,3,2,8,0,Jaipur,Multistorey Apartment,Unfurnished,East,3125.0
11000000,1058,6,4,2,2,0,Jaipur,Residential House,Furnished,Unknown,10396.975425330813
9290000,1100,3,3,4,11,13,Chandigarh,Multistorey Apartment,Semi-Furnished,East,8445.454545454546
8000000,1200,3,3,2,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6666.666666666667
8900000,120,5,5,4,1,0,Chandigarh,Villa,Semi-Furnished,East,74166.66666666667
7300000,1063,3,3,3,11,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6867.356538099718
13500000,1760,3,2,2,13,6,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,7670.454545454545
6350000,1420,3,3,3,13,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,4471.830985915493
8000000,1000,3,3,3,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,East,8000.0
18000000,1681,3,3,3,22,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North,10707.911957168351
6550000,978,3,3,2,4,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6697.341513292434
10000000,1000,3,2,2,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,10000.0
12500000,1850,4,4,4,13,33,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6756.756756756757
6690000,1325,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,North,5049.056603773585
6400000,900,3,2,2,8,12,Chandigarh,Multistorey Apartment,Semi-Furnished,North - West,7111.111111111111
32500000,2500,2,2,2,1,0,Chandigarh,Villa,Unfurnished,West,13000.0
6890000,980,3,3,3,3,4,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,7030.6122448979595
3700000,1200,3,3,2,3,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,North - East,3083.3333333333335
17000000,1580,4,4,4,14,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,10759.493670886075
62500000,1500,3,2,2,1,0,Chandigarh,Residential House,Unfurnished,East,41666.666666666664
4890000,812,3,3,2,6,15,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6022.167487684729
105000000,500,5,5,2,1,0,Chandigarh,Residential House,Unfurnished,North - East,210000.0
6990000,963,3,3,3,11,20,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,7258.5669781931465
15500000,1100,3,2,3,3,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North - West,14090.90909090909
97500000,4000,5,5,4,3,0,Chandigarh,Villa,Semi-Furnished,West,24375.0
18000000,1900,4,4,4,13,4,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,9473.684210526315
4200000,900,2,2,3,13,25,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,4666.666666666667
8890000,1560,3,3,3,14,33,Chandigarh,Multistorey Apartment,Semi-Furnished,North,5698.717948717948
12000000,1095,2,2,2,2,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,10958.90410958904
70000000,4500,3,3,4,3,0,Chandigarh,Residential House,Unfurnished,Unknown,15555.555555555555
70000000,4500,9,9,4,3,0,Chandigarh,Villa,Unfurnished,North - West,15555.555555555555
6100000,1010,3,3,2,8,26,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6039.60396039604
9500000,1100,2,2,2,2,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,8636.363636363636
6500000,1660,3,3,4,6,22,Chandigarh,Multistorey Apartment,Unfurnished,East,3915.6626506024095
7063000,1197,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5900.584795321637
6890000,1450,3,3,3,3,0,Chandigarh,Builder Floor Apartment,Semi-Furnished,North - East,4751.724137931034
7500000,1300,3,3,3,12,6,Chandigarh,Multistorey Apartment,Semi-Furnished,East,5769.2307692307695
5500000,1500,3,3,4,12,25,Chandigarh,Multistorey Apartment,Unfurnished,North - East,3666.6666666666665
6825000,1075,3,3,3,3,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6348.837209302325
9000000,1351,3,3,3,12,14,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6661.732050333087
8850000,1025,3,3,3,13,12,Chandigarh,Multistorey Apartment,Unfurnished,East,8634.146341463415
20000000,1300,4,3,3,3,0,Chandigarh,Multistorey Apartment,Unfurnished,Unknown,15384.615384615385
9500000,1250,3,3,1,2,0,Bhopal,Penthouse,Semi-Furnished,Unknown,7600.0
9550000,1395,3,3,3,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6845.878136200717
7000000,1348,3,3,2,6,22,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5192.878338278932
2000000,500,2,2,1,7,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,4000.0
8500000,1450,3,3,3,6,0,Bhopal,Multistorey Apartment,Furnished,West,5862.068965517241
1100000,400,1,1,9,2,0,Bhopal,Residential House,Unfurnished,East,2750.0
4500000,1050,3,3,2,4,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,4285.714285714285
1675000,475,1,1,1,6,0,Bhopal,Multistorey Apartment,Furnished,West,3526.315789473684
4800000,850,3,3,2,2,12,Bhopal,Residential House,Unfurnished,West,5647.058823529412
3500000,861,2,2,2,5,14,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,4065.040650406504
2500000,550,2,2,1,10,0,Bhopal,Multistorey Apartment,Unfurnished,East,4545.454545454545
5650001,1000,3,5,2,3,0,Bhopal,Multistorey Apartment,Unfurnished,East,5650.001
3880000,1050,1,2,9,1,0,Bhopal,Residential House,Unfurnished,East,3695.2380952380954
2500000,800,2,2,1,6,5,Bhopal,Multistorey Apartment,Unfurnished,East,3125.0
10000000,1500,4,4,2,2,0,Bhopal,Residential House,Furnished,East,6666.666666666667
3800000,640,2,2,1,6,20,Bhopal,Multistorey Apartment,Unfurnished,Unknown,5937.5
6000000,1275,4,3,3,2,0,Bhopal,Residential House,Unfurnished,East,4705.882352941177
3500000,890,2,2,3,6,2,Bhopal,Multistorey Apartment,Furnished,East,3932.5842696629215
6200000,992,2,2,2,2,0,Bhopal,Residential House,Semi-Furnished,Unknown,6250.0
3200000,800,2,2,2,2,0,Bhopal,Multistorey Apartment,Semi-Furnished,East,4000.0
8000000,1145,4,5,1,2,0,Bhopal,Villa,Semi-Furnished,Unknown,6986.899563318777
9000000,1250,3,2,1,4,0,Bhopal,Multistorey Apartment,Furnished,Unknown,7200.0
1100000,350,2,2,9,2,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,3142.8571428571427
4200000,1180,3,3,2,7,19,Bhopal,Multistorey Apartment,Unfurnished,East,3559.322033898305
1250000,400,1,1,9,4,0,Bhopal,Multistorey Apartment,Semi-Furnished,Unknown,3125.0
4500000,800,2,2,2,9,16,Bhopal,Multistorey Apartment,Furnished,Unknown,5625.0
5000000,1350,2,2,3,3,25,Jaipur,Multistorey Apartment,Semi-Furnished,East,3703.703703703704
15000000,249,3,2,9,1,0,Jaipur,Residential House,Semi-Furnished,Unknown,60240.96385542169
22500000,3035,4,6,1,2,0,Jaipur,Residential House,Semi-Furnished,West,7413.509060955519
12500000,1400,4,3,9,3,0,Jaipur,Residential House,Unfurnished,South -West,8928.57142857143
7000000,1400,3,3,3,4,0,Jaipur,Multistorey Apartment,Furnished,East,5000.0
1650000,372,1,1,1,9,45,Jaipur,Multistorey Apartment,Furnished,South,4435.4838709677415
5000000,1175,2,2,2,12,17,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,4255.31914893617
1450000,480,1,1,1,9,0,Jaipur,Multistorey Apartment,Semi-Furnished,Unknown,3020.8333333333335
2000000,450,1,1,1,15,0,Jaipur,Multistorey Apartment,Unfurnished,Unknown,4444.444444444444
11000000,1600,6,5,2,3,0,Jaipur,Residential House,Semi-Furnished,South,6875.0
7800000,1680,4,3,3,5,0,Jaipur,Multistorey Apartment,Furnished,South,4642.857142857143
12900000,3500,5,4,3,2,9,Jaipur,Villa,Unfurnished,West,3685.714285714286
8500000,200,3,3,2,1,0,Jaipur,Villa,Unfurnished,Unknown,42500.0
4500000,1112,3,3,2,7,0,Jaipur,Multistorey Apartment,Unfurnished,Unknown,4046.7625899280574
5900000,1250,3,3,2,12,0,Jaipur,Multistorey Apartment,Furnished,Unknown,4720.0
42500000,5000,5,6,2,2,0,Jaipur,Residential House,Semi-Furnished,Unknown,8500.0
8500000,1069,3,3,4,9,13,Jaipur,Multistorey Apartment,Unfurnished,North,7951.356407857811
27500000,1250,3,3,3,3,0,Jaipur,Builder Floor Apartment,Furnished,East,22000.0
15000000,200,9,8,3,2,0,Jaipur,Residential House,Furnished,Unknown,75000.0
5030000,1250,3,3,2,3,0,Jaipur,Builder Floor Apartment,Semi-Furnished,Unknown,4024.0
3285000,428,2,2,9,2,0,Jaipur,Residential House,Furnished,East,7675.2336448598135
22500000,3300,4,5,2,2,0,Jaipur,Residential House,Semi-Furnished,North,6818.181818181818
4000000,1300,4,3,9,3,0,Jaipur,Builder Floor Apartment,Semi-Furnished,North - East,3076.923076923077
42500000,200,4,4,9,2,0,Jaipur,Residential House,Furnished,North,212500.0
3900000,360,1,1,1,3,0,Jaipur,Residential House,Semi-Furnished,Unknown,10833.333333333334
14572500,2590,4,4,3,10,11,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,5626.447876447876
7990000,1100,3,3,4,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,East,7263.636363636364
6999999,1090,3,3,3,10,15,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6422.01743119266
6600000,1000,3,3,2,4,18,Chandigarh,Multistorey Apartment,Semi-Furnished,East,6600.0
6200000,1110,3,3,2,10,20,Chandigarh,Multistorey Apartment,Unfurnished,North - East,5585.585585585585
6690000,963,3,3,3,10,20,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6947.040498442368
13800000,2680,4,4,4,7,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,5149.253731343284
6350000,1420,3,3,3,13,0,Chandigarh,Multistorey Apartment,Semi-Furnished,East,4471.830985915493
12000000,1091,3,3,3,12,6,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,10999.083409715857
14600000,1350,3,3,3,22,0,Chandigarh,Multistorey Apartment,Semi-Furnished,North,10814.814814814816
8200000,1250,3,3,3,4,16,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,6560.0
10490000,1425,3,3,2,11,19,Chandigarh,Multistorey Apartment,Semi-Furnished,North - East,7361.403508771929
